"Odseljeni prebivalci, stari 15 ali veè let, po izobrazbi, državi prihodnjega prebivališèa, spolu in državljanstvu, Slovenija, letno"

"LETO";"DRŽAVA PRIHODNJEGA PREBIVALIŠÈA";"DRŽAVLJANSTVO";"SPOL";"IZOBRAZBA";Odseljeni prebivalci, stari 15 ali veè let
"2016";"- Druge evropske države - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";163
"2016";"- Druge evropske države - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";114
"2016";"....Ruska federacija";"Državljani RS";"Moški";"Osnovnošolska ali manj";1
"2016";"....Ruska federacija";"Državljani RS";"Moški";"Srednješolska";6
"2016";"....Ruska federacija";"Državljani RS";"Moški";"Višješolska, visokošolska";7
"2016";"....Ruska federacija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";0
"2016";"....Ruska federacija";"Državljani RS";"Ženske";"Srednješolska";1
"2016";"....Ruska federacija";"Državljani RS";"Ženske";"Višješolska, visokošolska";4
"2016";"....Švica";"Državljani RS";"Moški";"Osnovnošolska ali manj";97
"2016";"....Švica";"Državljani RS";"Moški";"Srednješolska";268
"2016";"....Švica";"Državljani RS";"Moški";"Višješolska, visokošolska";68
"2016";"....Švica";"Državljani RS";"Ženske";"Osnovnošolska ali manj";70
"2016";"....Švica";"Državljani RS";"Ženske";"Srednješolska";154
"2016";"....Švica";"Državljani RS";"Ženske";"Višješolska, visokošolska";105
"2016";"....Ukrajina";"Državljani RS";"Moški";"Osnovnošolska ali manj";1
"2016";"....Ukrajina";"Državljani RS";"Moški";"Srednješolska";0
"2016";"....Ukrajina";"Državljani RS";"Moški";"Višješolska, visokošolska";0
"2016";"....Ukrajina";"Državljani RS";"Ženske";"Osnovnošolska ali manj";0
"2016";"....Ukrajina";"Državljani RS";"Ženske";"Srednješolska";1
"2016";"....Ukrajina";"Državljani RS";"Ženske";"Višješolska, visokošolska";1
"2016";"....ostale evropske države";"Državljani RS";"Moški";"Osnovnošolska ali manj";5
"2016";"....ostale evropske države";"Državljani RS";"Moški";"Srednješolska";18
"2016";"....ostale evropske države";"Državljani RS";"Moški";"Višješolska, visokošolska";7
"2016";"....ostale evropske države";"Državljani RS";"Ženske";"Osnovnošolska ali manj";0
"2016";"....ostale evropske države";"Državljani RS";"Ženske";"Srednješolska";7
"2016";"....ostale evropske države";"Državljani RS";"Ženske";"Višješolska, visokošolska";4
"2016";"AFRIKA";"Državljani RS";"Moški";"Osnovnošolska ali manj";0
"2016";"AFRIKA";"Državljani RS";"Moški";"Srednješolska";4
"2016";"AFRIKA";"Državljani RS";"Moški";"Višješolska, visokošolska";5
"2016";"AFRIKA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";1
"2016";"AFRIKA";"Državljani RS";"Ženske";"Srednješolska";6
"2016";"AFRIKA";"Državljani RS";"Ženske";"Višješolska, visokošolska";2
"2016";"AZIJA";"Državljani RS";"Moški";"Osnovnošolska ali manj";5
"2016";"AZIJA";"Državljani RS";"Moški";"Srednješolska";35
"2016";"AZIJA";"Državljani RS";"Moški";"Višješolska, visokošolska";39
"2016";"AZIJA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";6
"2016";"AZIJA";"Državljani RS";"Ženske";"Srednješolska";25
"2016";"AZIJA";"Državljani RS";"Ženske";"Višješolska, visokošolska";53
"2016";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Moški";"Osnovnošolska ali manj";16
"2016";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Moški";"Srednješolska";68
"2016";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Moški";"Višješolska, visokošolska";65
"2016";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";15
"2016";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Ženske";"Srednješolska";53
"2016";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Ženske";"Višješolska, visokošolska";71
"2016";"JUŽNA AMERIKA";"Državljani RS";"Moški";"Osnovnošolska ali manj";2
"2016";"JUŽNA AMERIKA";"Državljani RS";"Moški";"Srednješolska";5
"2016";"JUŽNA AMERIKA";"Državljani RS";"Moški";"Višješolska, visokošolska";1
"2016";"JUŽNA AMERIKA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";1
"2016";"JUŽNA AMERIKA";"Državljani RS";"Ženske";"Srednješolska";3
"2016";"JUŽNA AMERIKA";"Državljani RS";"Ženske";"Višješolska, visokošolska";4
"2016";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Moški";"Osnovnošolska ali manj";16
"2016";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Moški";"Srednješolska";34
"2016";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Moški";"Višješolska, visokošolska";25
"2016";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";5
"2016";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Ženske";"Srednješolska";27
"2016";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Ženske";"Višješolska, visokošolska";43
"2017";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";757
"2017";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";2473
"2017";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";1222
"2017";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";647
"2017";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";1687
"2017";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";1598
"2017";"EVROPA - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";700
"2017";"EVROPA - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";2282
"2017";"EVROPA - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";1056
"2017";"EVROPA - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";614
"2017";"EVROPA - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";1544
"2017";"EVROPA - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";1383
"2017";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";77
"2017";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";181
"2017";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";62
"2017";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";68
"2017";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";63
"2017";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";37
"2017";"....Bosna in Hercegovina";"Državljani RS";"Moški";"Osnovnošolska ali manj";44
"2017";"....Bosna in Hercegovina";"Državljani RS";"Moški";"Srednješolska";77
"2017";"....Bosna in Hercegovina";"Državljani RS";"Moški";"Višješolska, visokošolska";18
"2017";"....Bosna in Hercegovina";"Državljani RS";"Ženske";"Osnovnošolska ali manj";43
"2017";"....Bosna in Hercegovina";"Državljani RS";"Ženske";"Srednješolska";24
"2017";"....Bosna in Hercegovina";"Državljani RS";"Ženske";"Višješolska, visokošolska";7
"2017";"....Èrna gora";"Državljani RS";"Moški";"Osnovnošolska ali manj";0
"2017";"....Èrna gora";"Državljani RS";"Moški";"Srednješolska";6
"2017";"....Èrna gora";"Državljani RS";"Moški";"Višješolska, visokošolska";1
"2017";"....Èrna gora";"Državljani RS";"Ženske";"Osnovnošolska ali manj";0
"2017";"....Èrna gora";"Državljani RS";"Ženske";"Srednješolska";4
"2017";"....Èrna gora";"Državljani RS";"Ženske";"Višješolska, visokošolska";3
"2017";"....Kosovo";"Državljani RS";"Moški";"Osnovnošolska ali manj";4
"2017";"....Kosovo";"Državljani RS";"Moški";"Srednješolska";14
"2017";"....Kosovo";"Državljani RS";"Moški";"Višješolska, visokošolska";8
"2017";"....Kosovo";"Državljani RS";"Ženske";"Osnovnošolska ali manj";2
"2017";"....Kosovo";"Državljani RS";"Ženske";"Srednješolska";2
"2017";"....Kosovo";"Državljani RS";"Ženske";"Višješolska, visokošolska";4
"2017";"....Severna Makedonija";"Državljani RS";"Moški";"Osnovnošolska ali manj";9
"2017";"....Severna Makedonija";"Državljani RS";"Moški";"Srednješolska";18
"2017";"....Severna Makedonija";"Državljani RS";"Moški";"Višješolska, visokošolska";10
"2017";"....Severna Makedonija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";7
"2017";"....Severna Makedonija";"Državljani RS";"Ženske";"Srednješolska";8
"2017";"....Severna Makedonija";"Državljani RS";"Ženske";"Višješolska, visokošolska";8
"2017";"....Srbija";"Državljani RS";"Moški";"Osnovnošolska ali manj";20
"2017";"....Srbija";"Državljani RS";"Moški";"Srednješolska";66
"2017";"....Srbija";"Državljani RS";"Moški";"Višješolska, visokošolska";25
"2017";"....Srbija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";16
"2017";"....Srbija";"Državljani RS";"Ženske";"Srednješolska";25
"2017";"....Srbija";"Državljani RS";"Ženske";"Višješolska, visokošolska";15
"2017";"- Države EU - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";526
"2017";"- Države EU - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";1826
"2017";"- Države EU - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";912
"2017";"- Države EU - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";489
"2017";"- Države EU - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";1321
"2017";"- Države EU - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";1213
"2017";"....Avstrija";"Državljani RS";"Moški";"Osnovnošolska ali manj";221
"2017";"....Avstrija";"Državljani RS";"Moški";"Srednješolska";727
"2017";"....Avstrija";"Državljani RS";"Moški";"Višješolska, visokošolska";219
"2017";"....Avstrija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";189
"2017";"....Avstrija";"Državljani RS";"Ženske";"Srednješolska";465
"2017";"....Avstrija";"Državljani RS";"Ženske";"Višješolska, visokošolska";278
"2017";"....Bolgarija";"Državljani RS";"Moški";"Osnovnošolska ali manj";0
"2017";"....Bolgarija";"Državljani RS";"Moški";"Srednješolska";3
"2017";"....Bolgarija";"Državljani RS";"Moški";"Višješolska, visokošolska";2
"2017";"....Bolgarija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";0
"2017";"....Bolgarija";"Državljani RS";"Ženske";"Srednješolska";2
"2017";"....Bolgarija";"Državljani RS";"Ženske";"Višješolska, visokošolska";1
"2017";"....Francija";"Državljani RS";"Moški";"Osnovnošolska ali manj";12
"2017";"....Francija";"Državljani RS";"Moški";"Srednješolska";20
"2017";"....Francija";"Državljani RS";"Moški";"Višješolska, visokošolska";18
"2017";"....Francija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";12
"2017";"....Francija";"Državljani RS";"Ženske";"Srednješolska";28
"2017";"....Francija";"Državljani RS";"Ženske";"Višješolska, visokošolska";35
"2017";"....Hrvaška";"Državljani RS";"Moški";"Osnovnošolska ali manj";53
"2017";"....Hrvaška";"Državljani RS";"Moški";"Srednješolska";142
"2017";"....Hrvaška";"Državljani RS";"Moški";"Višješolska, visokošolska";68
"2017";"....Hrvaška";"Državljani RS";"Ženske";"Osnovnošolska ali manj";60
"2017";"....Hrvaška";"Državljani RS";"Ženske";"Srednješolska";130
"2017";"....Hrvaška";"Državljani RS";"Ženske";"Višješolska, visokošolska";73
"2017";"....Italija";"Državljani RS";"Moški";"Osnovnošolska ali manj";23
"2017";"....Italija";"Državljani RS";"Moški";"Srednješolska";70
"2017";"....Italija";"Državljani RS";"Moški";"Višješolska, visokošolska";34
"2017";"....Italija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";22
"2017";"....Italija";"Državljani RS";"Ženske";"Srednješolska";76
"2017";"....Italija";"Državljani RS";"Ženske";"Višješolska, visokošolska";57
"2017";"....Nemèija";"Državljani RS";"Moški";"Osnovnošolska ali manj";143
"2017";"....Nemèija";"Državljani RS";"Moški";"Srednješolska";502
"2017";"....Nemèija";"Državljani RS";"Moški";"Višješolska, visokošolska";225
"2017";"....Nemèija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";152
"2017";"....Nemèija";"Državljani RS";"Ženske";"Srednješolska";302
"2017";"....Nemèija";"Državljani RS";"Ženske";"Višješolska, visokošolska";258
"2017";"....Slovaška";"Državljani RS";"Moški";"Osnovnošolska ali manj";1
"2017";"....Slovaška";"Državljani RS";"Moški";"Srednješolska";5
"2017";"....Slovaška";"Državljani RS";"Moški";"Višješolska, visokošolska";3
"2017";"....Slovaška";"Državljani RS";"Ženske";"Osnovnošolska ali manj";0
"2017";"....Slovaška";"Državljani RS";"Ženske";"Srednješolska";0
"2017";"....Slovaška";"Državljani RS";"Ženske";"Višješolska, visokošolska";4
"2017";"....Združeno kraljestvo";"Državljani RS";"Moški";"Osnovnošolska ali manj";23
"2017";"....Združeno kraljestvo";"Državljani RS";"Moški";"Srednješolska";142
"2017";"....Združeno kraljestvo";"Državljani RS";"Moški";"Višješolska, visokošolska";108
"2017";"....Združeno kraljestvo";"Državljani RS";"Ženske";"Osnovnošolska ali manj";21
"2017";"....Združeno kraljestvo";"Državljani RS";"Ženske";"Srednješolska";142
"2017";"....Združeno kraljestvo";"Državljani RS";"Ženske";"Višješolska, visokošolska";166
"2017";"....ostale države èlanice EU";"Državljani RS";"Moški";"Osnovnošolska ali manj";50
"2017";"....ostale države èlanice EU";"Državljani RS";"Moški";"Srednješolska";215
"2017";"....ostale države èlanice EU";"Državljani RS";"Moški";"Višješolska, visokošolska";235
"2017";"....ostale države èlanice EU";"Državljani RS";"Ženske";"Osnovnošolska ali manj";33
"2017";"....ostale države èlanice EU";"Državljani RS";"Ženske";"Srednješolska";176
"2017";"....ostale države èlanice EU";"Državljani RS";"Ženske";"Višješolska, visokošolska";341
"2017";"- Druge evropske države - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";97
"2017";"- Druge evropske države - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";275
"2017";"- Druge evropske države - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";82
"2017";"- Druge evropske države - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";57
"2017";"- Druge evropske države - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";160
"2017";"- Druge evropske države - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";133
"2017";"....Ruska federacija";"Državljani RS";"Moški";"Osnovnošolska ali manj";2
"2017";"....Ruska federacija";"Državljani RS";"Moški";"Srednješolska";5
"2017";"....Ruska federacija";"Državljani RS";"Moški";"Višješolska, visokošolska";10
"2017";"....Ruska federacija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";1
"2017";"....Ruska federacija";"Državljani RS";"Ženske";"Srednješolska";1
"2017";"....Ruska federacija";"Državljani RS";"Ženske";"Višješolska, visokošolska";5
"2017";"....Švica";"Državljani RS";"Moški";"Osnovnošolska ali manj";88
"2017";"....Švica";"Državljani RS";"Moški";"Srednješolska";253
"2017";"....Švica";"Državljani RS";"Moški";"Višješolska, visokošolska";59
"2017";"....Švica";"Državljani RS";"Ženske";"Osnovnošolska ali manj";53
"2017";"....Švica";"Državljani RS";"Ženske";"Srednješolska";148
"2017";"....Švica";"Državljani RS";"Ženske";"Višješolska, visokošolska";110
"2017";"....Ukrajina";"Državljani RS";"Moški";"Osnovnošolska ali manj";1
"2017";"....Ukrajina";"Državljani RS";"Moški";"Srednješolska";1
"2017";"....Ukrajina";"Državljani RS";"Moški";"Višješolska, visokošolska";4
"2017";"....Ukrajina";"Državljani RS";"Ženske";"Osnovnošolska ali manj";0
"2017";"....Ukrajina";"Državljani RS";"Ženske";"Srednješolska";0
"2017";"....Ukrajina";"Državljani RS";"Ženske";"Višješolska, visokošolska";3
"2017";"....ostale evropske države";"Državljani RS";"Moški";"Osnovnošolska ali manj";6
"2017";"....ostale evropske države";"Državljani RS";"Moški";"Srednješolska";16
"2017";"....ostale evropske države";"Državljani RS";"Moški";"Višješolska, visokošolska";9
"2017";"....ostale evropske države";"Državljani RS";"Ženske";"Osnovnošolska ali manj";3
"2017";"....ostale evropske države";"Državljani RS";"Ženske";"Srednješolska";11
"2017";"....ostale evropske države";"Državljani RS";"Ženske";"Višješolska, visokošolska";15
"2017";"AFRIKA";"Državljani RS";"Moški";"Osnovnošolska ali manj";4
"2017";"AFRIKA";"Državljani RS";"Moški";"Srednješolska";5
"2017";"AFRIKA";"Državljani RS";"Moški";"Višješolska, visokošolska";6
"2017";"AFRIKA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";2
"2017";"AFRIKA";"Državljani RS";"Ženske";"Srednješolska";4
"2017";"AFRIKA";"Državljani RS";"Ženske";"Višješolska, visokošolska";3
"2017";"AZIJA";"Državljani RS";"Moški";"Osnovnošolska ali manj";6
"2017";"AZIJA";"Državljani RS";"Moški";"Srednješolska";48
"2017";"AZIJA";"Državljani RS";"Moški";"Višješolska, visokošolska";61
"2017";"AZIJA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";3
"2017";"AZIJA";"Državljani RS";"Ženske";"Srednješolska";24
"2017";"AZIJA";"Državljani RS";"Ženske";"Višješolska, visokošolska";57
"2017";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Moški";"Osnovnošolska ali manj";26
"2017";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Moški";"Srednješolska";88
"2017";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Moški";"Višješolska, visokošolska";66
"2017";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";15
"2017";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Ženske";"Srednješolska";68
"2017";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Ženske";"Višješolska, visokošolska";92
"2017";"JUŽNA AMERIKA";"Državljani RS";"Moški";"Osnovnošolska ali manj";3
"2017";"JUŽNA AMERIKA";"Državljani RS";"Moški";"Srednješolska";10
"2017";"JUŽNA AMERIKA";"Državljani RS";"Moški";"Višješolska, visokošolska";2
"2017";"JUŽNA AMERIKA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";1
"2017";"JUŽNA AMERIKA";"Državljani RS";"Ženske";"Srednješolska";2
"2017";"JUŽNA AMERIKA";"Državljani RS";"Ženske";"Višješolska, visokošolska";9
"2017";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Moški";"Osnovnošolska ali manj";18
"2017";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Moški";"Srednješolska";40
"2017";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Moški";"Višješolska, visokošolska";31
"2017";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";12
"2017";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Ženske";"Srednješolska";45
"2017";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Ženske";"Višješolska, visokošolska";54
"2018";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";547
"2018";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";1679
"2018";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";773
"2018";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";489
"2018";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";1077
"2018";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";1044
"2018";"EVROPA - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";508
"2018";"EVROPA - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";1562
"2018";"EVROPA - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";656
"2018";"EVROPA - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";459
"2018";"EVROPA - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";994
"2018";"EVROPA - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";916
"2018";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";47
"2018";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";103
"2018";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";32
"2018";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";54
"2018";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";47
"2018";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";34
"2018";"....Bosna in Hercegovina";"Državljani RS";"Moški";"Osnovnošolska ali manj";30
"2018";"....Bosna in Hercegovina";"Državljani RS";"Moški";"Srednješolska";47
"2018";"....Bosna in Hercegovina";"Državljani RS";"Moški";"Višješolska, visokošolska";4
"2018";"....Bosna in Hercegovina";"Državljani RS";"Ženske";"Osnovnošolska ali manj";34
"2018";"....Bosna in Hercegovina";"Državljani RS";"Ženske";"Srednješolska";14
"2018";"....Bosna in Hercegovina";"Državljani RS";"Ženske";"Višješolska, visokošolska";5
"2018";"....Èrna gora";"Državljani RS";"Moški";"Osnovnošolska ali manj";0
"2018";"....Èrna gora";"Državljani RS";"Moški";"Srednješolska";3
"2018";"....Èrna gora";"Državljani RS";"Moški";"Višješolska, visokošolska";3
"2018";"....Èrna gora";"Državljani RS";"Ženske";"Osnovnošolska ali manj";1
"2018";"....Èrna gora";"Državljani RS";"Ženske";"Srednješolska";1
"2018";"....Èrna gora";"Državljani RS";"Ženske";"Višješolska, visokošolska";4
"2018";"....Kosovo";"Državljani RS";"Moški";"Osnovnošolska ali manj";4
"2018";"....Kosovo";"Državljani RS";"Moški";"Srednješolska";5
"2018";"....Kosovo";"Državljani RS";"Moški";"Višješolska, visokošolska";5
"2018";"....Kosovo";"Državljani RS";"Ženske";"Osnovnošolska ali manj";2
"2018";"....Kosovo";"Državljani RS";"Ženske";"Srednješolska";4
"2018";"....Kosovo";"Državljani RS";"Ženske";"Višješolska, visokošolska";0
"2018";"....Severna Makedonija";"Državljani RS";"Moški";"Osnovnošolska ali manj";4
"2018";"....Severna Makedonija";"Državljani RS";"Moški";"Srednješolska";10
"2018";"....Severna Makedonija";"Državljani RS";"Moški";"Višješolska, visokošolska";4
"2018";"....Severna Makedonija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";3
"2018";"....Severna Makedonija";"Državljani RS";"Ženske";"Srednješolska";2
"2018";"....Severna Makedonija";"Državljani RS";"Ženske";"Višješolska, visokošolska";5
"2018";"....Srbija";"Državljani RS";"Moški";"Osnovnošolska ali manj";9
"2018";"....Srbija";"Državljani RS";"Moški";"Srednješolska";38
"2018";"....Srbija";"Državljani RS";"Moški";"Višješolska, visokošolska";16
"2018";"....Srbija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";14
"2018";"....Srbija";"Državljani RS";"Ženske";"Srednješolska";26
"2018";"....Srbija";"Državljani RS";"Ženske";"Višješolska, visokošolska";20
"2018";"- Države EU - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";381
"2018";"- Države EU - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";1271
"2018";"- Države EU - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";546
"2018";"- Države EU - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";359
"2018";"- Države EU - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";826
"2018";"- Države EU - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";790
"2018";"....Avstrija";"Državljani RS";"Moški";"Osnovnošolska ali manj";125
"2018";"....Avstrija";"Državljani RS";"Moški";"Srednješolska";530
"2018";"....Avstrija";"Državljani RS";"Moški";"Višješolska, visokošolska";158
"2018";"....Avstrija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";133
"2018";"....Avstrija";"Državljani RS";"Ženske";"Srednješolska";278
"2018";"....Avstrija";"Državljani RS";"Ženske";"Višješolska, visokošolska";190
"2018";"....Bolgarija";"Državljani RS";"Moški";"Osnovnošolska ali manj";1
"2018";"....Bolgarija";"Državljani RS";"Moški";"Srednješolska";1
"2018";"....Bolgarija";"Državljani RS";"Moški";"Višješolska, visokošolska";1
"2018";"....Bolgarija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";0
"2018";"....Bolgarija";"Državljani RS";"Ženske";"Srednješolska";1
"2018";"....Bolgarija";"Državljani RS";"Ženske";"Višješolska, visokošolska";1
"2018";"....Francija";"Državljani RS";"Moški";"Osnovnošolska ali manj";5
"2018";"....Francija";"Državljani RS";"Moški";"Srednješolska";16
"2018";"....Francija";"Državljani RS";"Moški";"Višješolska, visokošolska";16
"2018";"....Francija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";5
"2018";"....Francija";"Državljani RS";"Ženske";"Srednješolska";19
"2018";"....Francija";"Državljani RS";"Ženske";"Višješolska, visokošolska";22
"2018";"....Hrvaška";"Državljani RS";"Moški";"Osnovnošolska ali manj";48
"2018";"....Hrvaška";"Državljani RS";"Moški";"Srednješolska";88
"2018";"....Hrvaška";"Državljani RS";"Moški";"Višješolska, visokošolska";38
"2018";"....Hrvaška";"Državljani RS";"Ženske";"Osnovnošolska ali manj";42
"2018";"....Hrvaška";"Državljani RS";"Ženske";"Srednješolska";86
"2018";"....Hrvaška";"Državljani RS";"Ženske";"Višješolska, visokošolska";64
"2018";"....Italija";"Državljani RS";"Moški";"Osnovnošolska ali manj";14
"2018";"....Italija";"Državljani RS";"Moški";"Srednješolska";54
"2018";"....Italija";"Državljani RS";"Moški";"Višješolska, visokošolska";22
"2018";"....Italija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";21
"2018";"....Italija";"Državljani RS";"Ženske";"Srednješolska";51
"2018";"....Italija";"Državljani RS";"Ženske";"Višješolska, visokošolska";44
"2018";"....Nemèija";"Državljani RS";"Moški";"Osnovnošolska ali manj";128
"2018";"....Nemèija";"Državljani RS";"Moški";"Srednješolska";372
"2018";"....Nemèija";"Državljani RS";"Moški";"Višješolska, visokošolska";113
"2018";"....Nemèija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";113
"2018";"....Nemèija";"Državljani RS";"Ženske";"Srednješolska";202
"2018";"....Nemèija";"Državljani RS";"Ženske";"Višješolska, visokošolska";171
"2018";"....Slovaška";"Državljani RS";"Moški";"Osnovnošolska ali manj";1
"2018";"....Slovaška";"Državljani RS";"Moški";"Srednješolska";1
"2018";"....Slovaška";"Državljani RS";"Moški";"Višješolska, visokošolska";1
"2018";"....Slovaška";"Državljani RS";"Ženske";"Osnovnošolska ali manj";0
"2018";"....Slovaška";"Državljani RS";"Ženske";"Srednješolska";0
