"Priseljeni prebivalci, stari 15 ali veè let, po izobrazbi, državljanstvu, državi prejšnjega prebivališèa in spolu, Slovenija, letno"

"LETO";"DRŽAVA PREJŠNJEGA PREBIVALIŠÈA";"DRŽAVLJANSTVO";"SPOL";"IZOBRAZBA";Priseljeni prebivalci, stari 15 ali veè let
"2016";"....Združeno kraljestvo";"Tuji državljani";"Moški";"Osnovnošolska ali manj";7
"2016";"....Združeno kraljestvo";"Tuji državljani";"Moški";"Srednješolska";27
"2016";"....Združeno kraljestvo";"Tuji državljani";"Moški";"Višješolska, visokošolska";12
"2016";"....Združeno kraljestvo";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";11
"2016";"....Združeno kraljestvo";"Tuji državljani";"Ženske";"Srednješolska";12
"2016";"....Združeno kraljestvo";"Tuji državljani";"Ženske";"Višješolska, visokošolska";8
"2016";"....ostale države èlanice EU";"Tuji državljani";"Moški";"Osnovnošolska ali manj";86
"2016";"....ostale države èlanice EU";"Tuji državljani";"Moški";"Srednješolska";133
"2016";"....ostale države èlanice EU";"Tuji državljani";"Moški";"Višješolska, visokošolska";53
"2016";"....ostale države èlanice EU";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";57
"2016";"....ostale države èlanice EU";"Tuji državljani";"Ženske";"Srednješolska";64
"2016";"....ostale države èlanice EU";"Tuji državljani";"Ženske";"Višješolska, visokošolska";58
"2016";"- Druge evropske države";"Tuji državljani";"Moški";"Osnovnošolska ali manj";62
"2016";"- Druge evropske države";"Tuji državljani";"Moški";"Srednješolska";89
"2016";"- Druge evropske države";"Tuji državljani";"Moški";"Višješolska, visokošolska";231
"2016";"- Druge evropske države";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";107
"2016";"- Druge evropske države";"Tuji državljani";"Ženske";"Srednješolska";79
"2016";"- Druge evropske države";"Tuji državljani";"Ženske";"Višješolska, visokošolska";164
"2016";"....Ruska federacija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";42
"2016";"....Ruska federacija";"Tuji državljani";"Moški";"Srednješolska";30
"2016";"....Ruska federacija";"Tuji državljani";"Moški";"Višješolska, visokošolska";156
"2016";"....Ruska federacija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";48
"2016";"....Ruska federacija";"Tuji državljani";"Ženske";"Srednješolska";41
"2016";"....Ruska federacija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";117
"2016";"....Švica";"Tuji državljani";"Moški";"Osnovnošolska ali manj";1
"2016";"....Švica";"Tuji državljani";"Moški";"Srednješolska";8
"2016";"....Švica";"Tuji državljani";"Moški";"Višješolska, visokošolska";3
"2016";"....Švica";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";5
"2016";"....Švica";"Tuji državljani";"Ženske";"Srednješolska";2
"2016";"....Švica";"Tuji državljani";"Ženske";"Višješolska, visokošolska";0
"2016";"....Ukrajina";"Tuji državljani";"Moški";"Osnovnošolska ali manj";15
"2016";"....Ukrajina";"Tuji državljani";"Moški";"Srednješolska";41
"2016";"....Ukrajina";"Tuji državljani";"Moški";"Višješolska, visokošolska";69
"2016";"....Ukrajina";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";40
"2016";"....Ukrajina";"Tuji državljani";"Ženske";"Srednješolska";31
"2016";"....Ukrajina";"Tuji državljani";"Ženske";"Višješolska, visokošolska";42
"2016";"....ostale evropske države";"Tuji državljani";"Moški";"Osnovnošolska ali manj";4
"2016";"....ostale evropske države";"Tuji državljani";"Moški";"Srednješolska";10
"2016";"....ostale evropske države";"Tuji državljani";"Moški";"Višješolska, visokošolska";3
"2016";"....ostale evropske države";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";14
"2016";"....ostale evropske države";"Tuji državljani";"Ženske";"Srednješolska";5
"2016";"....ostale evropske države";"Tuji državljani";"Ženske";"Višješolska, visokošolska";5
"2016";"AFRIKA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";15
"2016";"AFRIKA";"Tuji državljani";"Moški";"Srednješolska";20
"2016";"AFRIKA";"Tuji državljani";"Moški";"Višješolska, visokošolska";9
"2016";"AFRIKA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";9
"2016";"AFRIKA";"Tuji državljani";"Ženske";"Srednješolska";5
"2016";"AFRIKA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";2
"2016";"AZIJA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";40
"2016";"AZIJA";"Tuji državljani";"Moški";"Srednješolska";82
"2016";"AZIJA";"Tuji državljani";"Moški";"Višješolska, visokošolska";65
"2016";"AZIJA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";50
"2016";"AZIJA";"Tuji državljani";"Ženske";"Srednješolska";65
"2016";"AZIJA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";40
"2016";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";10
"2016";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Moški";"Srednješolska";22
"2016";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Moški";"Višješolska, visokošolska";17
"2016";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";16
"2016";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Ženske";"Srednješolska";12
"2016";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";16
"2016";"JUŽNA AMERIKA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";7
"2016";"JUŽNA AMERIKA";"Tuji državljani";"Moški";"Srednješolska";9
"2016";"JUŽNA AMERIKA";"Tuji državljani";"Moški";"Višješolska, visokošolska";4
"2016";"JUŽNA AMERIKA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";9
"2016";"JUŽNA AMERIKA";"Tuji državljani";"Ženske";"Srednješolska";3
"2016";"JUŽNA AMERIKA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";13
"2016";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";2
"2016";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Moški";"Srednješolska";5
"2016";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Moški";"Višješolska, visokošolska";2
"2016";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";3
"2016";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Ženske";"Srednješolska";1
"2016";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";3
"2017";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Moški";"Osnovnošolska ali manj";2043
"2017";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Moški";"Srednješolska";6466
"2017";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Moški";"Višješolska, visokošolska";800
"2017";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";1697
"2017";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Ženske";"Srednješolska";1752
"2017";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Ženske";"Višješolska, visokošolska";866
"2017";"EVROPA - SKUPAJ";"Tuji državljani";"Moški";"Osnovnošolska ali manj";1957
"2017";"EVROPA - SKUPAJ";"Tuji državljani";"Moški";"Srednješolska";6307
"2017";"EVROPA - SKUPAJ";"Tuji državljani";"Moški";"Višješolska, visokošolska";661
"2017";"EVROPA - SKUPAJ";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";1565
"2017";"EVROPA - SKUPAJ";"Tuji državljani";"Ženske";"Srednješolska";1662
"2017";"EVROPA - SKUPAJ";"Tuji državljani";"Ženske";"Višješolska, visokošolska";786
"2017";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Moški";"Osnovnošolska ali manj";1411
"2017";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Moški";"Srednješolska";5098
"2017";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Moški";"Višješolska, visokošolska";198
"2017";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";1169
"2017";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Ženske";"Srednješolska";1192
"2017";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Ženske";"Višješolska, visokošolska";402
"2017";"....Bosna in Hercegovina";"Tuji državljani";"Moški";"Osnovnošolska ali manj";605
"2017";"....Bosna in Hercegovina";"Tuji državljani";"Moški";"Srednješolska";3354
"2017";"....Bosna in Hercegovina";"Tuji državljani";"Moški";"Višješolska, visokošolska";56
"2017";"....Bosna in Hercegovina";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";591
"2017";"....Bosna in Hercegovina";"Tuji državljani";"Ženske";"Srednješolska";627
"2017";"....Bosna in Hercegovina";"Tuji državljani";"Ženske";"Višješolska, visokošolska";188
"2017";"....Èrna gora";"Tuji državljani";"Moški";"Osnovnošolska ali manj";7
"2017";"....Èrna gora";"Tuji državljani";"Moški";"Srednješolska";19
"2017";"....Èrna gora";"Tuji državljani";"Moški";"Višješolska, visokošolska";6
"2017";"....Èrna gora";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";9
"2017";"....Èrna gora";"Tuji državljani";"Ženske";"Srednješolska";14
"2017";"....Èrna gora";"Tuji državljani";"Ženske";"Višješolska, visokošolska";8
"2017";"....Kosovo";"Tuji državljani";"Moški";"Osnovnošolska ali manj";319
"2017";"....Kosovo";"Tuji državljani";"Moški";"Srednješolska";201
"2017";"....Kosovo";"Tuji državljani";"Moški";"Višješolska, visokošolska";8
"2017";"....Kosovo";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";278
"2017";"....Kosovo";"Tuji državljani";"Ženske";"Srednješolska";173
"2017";"....Kosovo";"Tuji državljani";"Ženske";"Višješolska, visokošolska";58
"2017";"....Severna Makedonija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";165
"2017";"....Severna Makedonija";"Tuji državljani";"Moški";"Srednješolska";269
"2017";"....Severna Makedonija";"Tuji državljani";"Moški";"Višješolska, visokošolska";52
"2017";"....Severna Makedonija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";177
"2017";"....Severna Makedonija";"Tuji državljani";"Ženske";"Srednješolska";199
"2017";"....Severna Makedonija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";71
"2017";"....Srbija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";315
"2017";"....Srbija";"Tuji državljani";"Moški";"Srednješolska";1255
"2017";"....Srbija";"Tuji državljani";"Moški";"Višješolska, visokošolska";76
"2017";"....Srbija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";114
"2017";"....Srbija";"Tuji državljani";"Ženske";"Srednješolska";179
"2017";"....Srbija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";77
"2017";"Države EU - SKUPAJ";"Tuji državljani";"Moški";"Osnovnošolska ali manj";486
"2017";"Države EU - SKUPAJ";"Tuji državljani";"Moški";"Srednješolska";1132
"2017";"Države EU - SKUPAJ";"Tuji državljani";"Moški";"Višješolska, visokošolska";310
"2017";"Države EU - SKUPAJ";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";279
"2017";"Države EU - SKUPAJ";"Tuji državljani";"Ženske";"Srednješolska";365
"2017";"Države EU - SKUPAJ";"Tuji državljani";"Ženske";"Višješolska, visokošolska";240
"2017";"....Avstrija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";11
"2017";"....Avstrija";"Tuji državljani";"Moški";"Srednješolska";22
"2017";"....Avstrija";"Tuji državljani";"Moški";"Višješolska, visokošolska";10
"2017";"....Avstrija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";14
"2017";"....Avstrija";"Tuji državljani";"Ženske";"Srednješolska";17
"2017";"....Avstrija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";5
"2017";"....Belgija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";4
"2017";"....Belgija";"Tuji državljani";"Moški";"Srednješolska";8
"2017";"....Belgija";"Tuji državljani";"Moški";"Višješolska, visokošolska";4
"2017";"....Belgija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";2
"2017";"....Belgija";"Tuji državljani";"Ženske";"Srednješolska";2
"2017";"....Belgija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";2
"2017";"....Bolgarija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";245
"2017";"....Bolgarija";"Tuji državljani";"Moški";"Srednješolska";284
"2017";"....Bolgarija";"Tuji državljani";"Moški";"Višješolska, visokošolska";14
"2017";"....Bolgarija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";72
"2017";"....Bolgarija";"Tuji državljani";"Ženske";"Srednješolska";36
"2017";"....Bolgarija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";11
"2017";"....Hrvaška";"Tuji državljani";"Moški";"Osnovnošolska ali manj";79
"2017";"....Hrvaška";"Tuji državljani";"Moški";"Srednješolska";423
"2017";"....Hrvaška";"Tuji državljani";"Moški";"Višješolska, visokošolska";96
"2017";"....Hrvaška";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";69
"2017";"....Hrvaška";"Tuji državljani";"Ženske";"Srednješolska";167
"2017";"....Hrvaška";"Tuji državljani";"Ženske";"Višješolska, visokošolska";101
"2017";"....Italija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";59
"2017";"....Italija";"Tuji državljani";"Moški";"Srednješolska";225
"2017";"....Italija";"Tuji državljani";"Moški";"Višješolska, visokošolska";65
"2017";"....Italija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";46
"2017";"....Italija";"Tuji državljani";"Ženske";"Srednješolska";67
"2017";"....Italija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";36
"2017";"....Nemèija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";21
"2017";"....Nemèija";"Tuji državljani";"Moški";"Srednješolska";49
"2017";"....Nemèija";"Tuji državljani";"Moški";"Višješolska, visokošolska";11
"2017";"....Nemèija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";21
"2017";"....Nemèija";"Tuji državljani";"Ženske";"Srednješolska";8
"2017";"....Nemèija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";6
"2017";"....Slovaška";"Tuji državljani";"Moški";"Osnovnošolska ali manj";6
"2017";"....Slovaška";"Tuji državljani";"Moški";"Srednješolska";13
"2017";"....Slovaška";"Tuji državljani";"Moški";"Višješolska, visokošolska";7
"2017";"....Slovaška";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";3
"2017";"....Slovaška";"Tuji državljani";"Ženske";"Srednješolska";14
"2017";"....Slovaška";"Tuji državljani";"Ženske";"Višješolska, visokošolska";15
"2017";"....Združeno kraljestvo";"Tuji državljani";"Moški";"Osnovnošolska ali manj";8
"2017";"....Združeno kraljestvo";"Tuji državljani";"Moški";"Srednješolska";22
"2017";"....Združeno kraljestvo";"Tuji državljani";"Moški";"Višješolska, visokošolska";25
"2017";"....Združeno kraljestvo";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";9
"2017";"....Združeno kraljestvo";"Tuji državljani";"Ženske";"Srednješolska";10
"2017";"....Združeno kraljestvo";"Tuji državljani";"Ženske";"Višješolska, visokošolska";10
"2017";"....ostale države èlanice EU";"Tuji državljani";"Moški";"Osnovnošolska ali manj";53
"2017";"....ostale države èlanice EU";"Tuji državljani";"Moški";"Srednješolska";86
"2017";"....ostale države èlanice EU";"Tuji državljani";"Moški";"Višješolska, visokošolska";78
"2017";"....ostale države èlanice EU";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";43
"2017";"....ostale države èlanice EU";"Tuji državljani";"Ženske";"Srednješolska";44
"2017";"....ostale države èlanice EU";"Tuji državljani";"Ženske";"Višješolska, visokošolska";54
"2017";"- Druge evropske države";"Tuji državljani";"Moški";"Osnovnošolska ali manj";60
"2017";"- Druge evropske države";"Tuji državljani";"Moški";"Srednješolska";77
"2017";"- Druge evropske države";"Tuji državljani";"Moški";"Višješolska, visokošolska";153
"2017";"- Druge evropske države";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";117
"2017";"- Druge evropske države";"Tuji državljani";"Ženske";"Srednješolska";105
"2017";"- Druge evropske države";"Tuji državljani";"Ženske";"Višješolska, visokošolska";144
"2017";"....Ruska federacija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";37
"2017";"....Ruska federacija";"Tuji državljani";"Moški";"Srednješolska";30
"2017";"....Ruska federacija";"Tuji državljani";"Moški";"Višješolska, visokošolska";103
"2017";"....Ruska federacija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";62
"2017";"....Ruska federacija";"Tuji državljani";"Ženske";"Srednješolska";48
"2017";"....Ruska federacija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";89
"2017";"....Švica";"Tuji državljani";"Moški";"Osnovnošolska ali manj";5
"2017";"....Švica";"Tuji državljani";"Moški";"Srednješolska";8
"2017";"....Švica";"Tuji državljani";"Moški";"Višješolska, visokošolska";4
"2017";"....Švica";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";1
"2017";"....Švica";"Tuji državljani";"Ženske";"Srednješolska";3
"2017";"....Švica";"Tuji državljani";"Ženske";"Višješolska, visokošolska";1
"2017";"....Ukrajina";"Tuji državljani";"Moški";"Osnovnošolska ali manj";12
"2017";"....Ukrajina";"Tuji državljani";"Moški";"Srednješolska";32
"2017";"....Ukrajina";"Tuji državljani";"Moški";"Višješolska, visokošolska";42
"2017";"....Ukrajina";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";46
"2017";"....Ukrajina";"Tuji državljani";"Ženske";"Srednješolska";37
"2017";"....Ukrajina";"Tuji državljani";"Ženske";"Višješolska, visokošolska";48
"2017";"....ostale evropske države";"Tuji državljani";"Moški";"Osnovnošolska ali manj";6
"2017";"....ostale evropske države";"Tuji državljani";"Moški";"Srednješolska";7
"2017";"....ostale evropske države";"Tuji državljani";"Moški";"Višješolska, visokošolska";4
"2017";"....ostale evropske države";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";8
"2017";"....ostale evropske države";"Tuji državljani";"Ženske";"Srednješolska";17
"2017";"....ostale evropske države";"Tuji državljani";"Ženske";"Višješolska, visokošolska";6
"2017";"AFRIKA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";35
"2017";"AFRIKA";"Tuji državljani";"Moški";"Srednješolska";19
"2017";"AFRIKA";"Tuji državljani";"Moški";"Višješolska, visokošolska";20
"2017";"AFRIKA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";4
"2017";"AFRIKA";"Tuji državljani";"Ženske";"Srednješolska";8
"2017";"AFRIKA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";6
"2017";"AZIJA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";43
"2017";"AZIJA";"Tuji državljani";"Moški";"Srednješolska";102
"2017";"AZIJA";"Tuji državljani";"Moški";"Višješolska, visokošolska";88
"2017";"AZIJA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";89
"2017";"AZIJA";"Tuji državljani";"Ženske";"Srednješolska";51
"2017";"AZIJA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";47
"2017";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";4
"2017";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Moški";"Srednješolska";17
"2017";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Moški";"Višješolska, visokošolska";19
"2017";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";29
"2017";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Ženske";"Srednješolska";20
"2017";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";17
"2017";"JUŽNA AMERIKA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";3
"2017";"JUŽNA AMERIKA";"Tuji državljani";"Moški";"Srednješolska";14
"2017";"JUŽNA AMERIKA";"Tuji državljani";"Moški";"Višješolska, visokošolska";9
"2017";"JUŽNA AMERIKA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";8
"2017";"JUŽNA AMERIKA";"Tuji državljani";"Ženske";"Srednješolska";8
"2017";"JUŽNA AMERIKA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";8
"2017";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";1
"2017";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Moški";"Srednješolska";7
"2017";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Moški";"Višješolska, visokošolska";3
"2017";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";2
"2017";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Ženske";"Srednješolska";3
"2017";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";2
"2018";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Moški";"Osnovnošolska ali manj";3797
"2018";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Moški";"Srednješolska";11616
"2018";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Moški";"Višješolska, visokošolska";918
"2018";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";2021
"2018";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Ženske";"Srednješolska";2262
"2018";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Ženske";"Višješolska, visokošolska";1036
"2018";"EVROPA - SKUPAJ";"Tuji državljani";"Moški";"Osnovnošolska ali manj";3670
"2018";"EVROPA - SKUPAJ";"Tuji državljani";"Moški";"Srednješolska";11427
"2018";"EVROPA - SKUPAJ";"Tuji državljani";"Moški";"Višješolska, visokošolska";786
"2018";"EVROPA - SKUPAJ";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";1874
"2018";"EVROPA - SKUPAJ";"Tuji državljani";"Ženske";"Srednješolska";2130
"2018";"EVROPA - SKUPAJ";"Tuji državljani";"Ženske";"Višješolska, visokošolska";929
"2018";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Moški";"Osnovnošolska ali manj";3150
"2018";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Moški";"Srednješolska";10100
"2018";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Moški";"Višješolska, visokošolska";316
"2018";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";1455
"2018";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Ženske";"Srednješolska";1672
"2018";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Ženske";"Višješolska, visokošolska";520
"2018";"....Bosna in Hercegovina";"Tuji državljani";"Moški";"Osnovnošolska ali manj";1370
"2018";"....Bosna in Hercegovina";"Tuji državljani";"Moški";"Srednješolska";7015
"2018";"....Bosna in Hercegovina";"Tuji državljani";"Moški";"Višješolska, visokošolska";118
"2018";"....Bosna in Hercegovina";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";805
"2018";"....Bosna in Hercegovina";"Tuji državljani";"Ženske";"Srednješolska";977
"2018";"....Bosna in Hercegovina";"Tuji državljani";"Ženske";"Višješolska, visokošolska";250
"2018";"....Èrna gora";"Tuji državljani";"Moški";"Osnovnošolska ali manj";14
"2018";"....Èrna gora";"Tuji državljani";"Moški";"Srednješolska";36
"2018";"....Èrna gora";"Tuji državljani";"Moški";"Višješolska, visokošolska";8
"2018";"....Èrna gora";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";6
"2018";"....Èrna gora";"Tuji državljani";"Ženske";"Srednješolska";8
"2018";"....Èrna gora";"Tuji državljani";"Ženske";"Višješolska, visokošolska";8
"2018";"....Kosovo";"Tuji državljani";"Moški";"Osnovnošolska ali manj";922
"2018";"....Kosovo";"Tuji državljani";"Moški";"Srednješolska";570
"2018";"....Kosovo";"Tuji državljani";"Moški";"Višješolska, visokošolska";16
"2018";"....Kosovo";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";297
"2018";"....Kosovo";"Tuji državljani";"Ženske";"Srednješolska";209
"2018";"....Kosovo";"Tuji državljani";"Ženske";"Višješolska, visokošolska";63
"2018";"....Severna Makedonija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";307
"2018";"....Severna Makedonija";"Tuji državljani";"Moški";"Srednješolska";513
"2018";"....Severna Makedonija";"Tuji državljani";"Moški";"Višješolska, visokošolska";51
"2018";"....Severna Makedonija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";190
"2018";"....Severna Makedonija";"Tuji državljani";"Ženske";"Srednješolska";241
"2018";"....Severna Makedonija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";96
"2018";"....Srbija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";537
"2018";"....Srbija";"Tuji državljani";"Moški";"Srednješolska";1966
"2018";"....Srbija";"Tuji državljani";"Moški";"Višješolska, visokošolska";123
"2018";"....Srbija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";157
"2018";"....Srbija";"Tuji državljani";"Ženske";"Srednješolska";237
"2018";"....Srbija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";103
"2018";"Države EU - SKUPAJ";"Tuji državljani";"Moški";"Osnovnošolska ali manj";432
"2018";"Države EU - SKUPAJ";"Tuji državljani";"Moški";"Srednješolska";1201
"2018";"Države EU - SKUPAJ";"Tuji državljani";"Moški";"Višješolska, visokošolska";304
"2018";"Države EU - SKUPAJ";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";274
"2018";"Države EU - SKUPAJ";"Tuji državljani";"Ženske";"Srednješolska";362
"2018";"Države EU - SKUPAJ";"Tuji državljani";"Ženske";"Višješolska, visokošolska";268
"2018";"....Avstrija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";11
"2018";"....Avstrija";"Tuji državljani";"Moški";"Srednješolska";49
"2018";"....Avstrija";"Tuji državljani";"Moški";"Višješolska, visokošolska";9
"2018";"....Avstrija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";12
"2018";"....Avstrija";"Tuji državljani";"Ženske";"Srednješolska";9
"2018";"....Avstrija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";13
"2018";"....Belgija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";6
"2018";"....Belgija";"Tuji državljani";"Moški";"Srednješolska";11
"2018";"....Belgija";"Tuji državljani";"Moški";"Višješolska, visokošolska";2
"2018";"....Belgija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";0
"2018";"....Belgija";"Tuji državljani";"Ženske";"Srednješolska";4
"2018";"....Belgija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";2
"2018";"....Bolgarija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";192
"2018";"....Bolgarija";"Tuji državljani";"Moški";"Srednješolska";229
"2018";"....Bolgarija";"Tuji državljani";"Moški";"Višješolska, visokošolska";18
"2018";"....Bolgarija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";55
"2018";"....Bolgarija";"Tuji državljani";"Ženske";"Srednješolska";36
