"Povpreène meseène bruto plaèe (EUR) po dejavnosti (SKD 2008), doseženi izobrazbi in spolu, Slovenija, letno"

"SKD DEJAVNOST";"DOSEŽENA IZOBRAZBA";"SPOL";"LETO";Povpreène meseène bruto plaèe (EUR, SKD 2008)
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2016";1618
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2017";1633
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2018";1672
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Osnovnošolska ali manj";"Moški";"2010";979
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Osnovnošolska ali manj";"Moški";"2011";961
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Osnovnošolska ali manj";"Moški";"2012";922
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Osnovnošolska ali manj";"Moški";"2013";892
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Osnovnošolska ali manj";"Moški";"2014";924
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Osnovnošolska ali manj";"Moški";"2015";908
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Osnovnošolska ali manj";"Moški";"2016";906
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Osnovnošolska ali manj";"Moški";"2017";928
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Osnovnošolska ali manj";"Moški";"2018";973
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Osnovnošolska ali manj";"Ženske";"2010";874
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Osnovnošolska ali manj";"Ženske";"2011";870
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Osnovnošolska ali manj";"Ženske";"2012";869
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Osnovnošolska ali manj";"Ženske";"2013";888
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Osnovnošolska ali manj";"Ženske";"2014";880
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Osnovnošolska ali manj";"Ženske";"2015";880
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Osnovnošolska ali manj";"Ženske";"2016";890
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Osnovnošolska ali manj";"Ženske";"2017";917
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Osnovnošolska ali manj";"Ženske";"2018";967
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Srednješolska";"Moški";"2010";1504
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Srednješolska";"Moški";"2011";1504
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Srednješolska";"Moški";"2012";1482
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Srednješolska";"Moški";"2013";1378
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Srednješolska";"Moški";"2014";1484
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Srednješolska";"Moški";"2015";1512
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Srednješolska";"Moški";"2016";1618
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Srednješolska";"Moški";"2017";1686
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Srednješolska";"Moški";"2018";1782
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Srednješolska";"Ženske";"2010";1188
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Srednješolska";"Ženske";"2011";1184
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Srednješolska";"Ženske";"2012";1176
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Srednješolska";"Ženske";"2013";1160
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Srednješolska";"Ženske";"2014";1194
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Srednješolska";"Ženske";"2015";1198
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Srednješolska";"Ženske";"2016";1240
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Srednješolska";"Ženske";"2017";1293
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Srednješolska";"Ženske";"2018";1354
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Višješolska, visokošolska";"Moški";"2010";2407
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Višješolska, visokošolska";"Moški";"2011";2384
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Višješolska, visokošolska";"Moški";"2012";2269
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Višješolska, visokošolska";"Moški";"2013";2246
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Višješolska, visokošolska";"Moški";"2014";2225
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Višješolska, visokošolska";"Moški";"2015";2253
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Višješolska, visokošolska";"Moški";"2016";2352
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Višješolska, visokošolska";"Moški";"2017";2419
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Višješolska, visokošolska";"Moški";"2018";2454
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Višješolska, visokošolska";"Ženske";"2010";2115
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Višješolska, visokošolska";"Ženske";"2011";2112
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Višješolska, visokošolska";"Ženske";"2012";2032
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Višješolska, visokošolska";"Ženske";"2013";2017
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Višješolska, visokošolska";"Ženske";"2014";2027
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Višješolska, visokošolska";"Ženske";"2015";2058
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Višješolska, visokošolska";"Ženske";"2016";2131
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Višješolska, visokošolska";"Ženske";"2017";2190
"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Višješolska, visokošolska";"Ženske";"2018";2211
"P IZOBRAŽEVANJE";"Osnovnošolska ali manj";"Moški";"2010";1047
"P IZOBRAŽEVANJE";"Osnovnošolska ali manj";"Moški";"2011";1061
"P IZOBRAŽEVANJE";"Osnovnošolska ali manj";"Moški";"2012";1021
"P IZOBRAŽEVANJE";"Osnovnošolska ali manj";"Moški";"2013";1002
"P IZOBRAŽEVANJE";"Osnovnošolska ali manj";"Moški";"2014";1049
"P IZOBRAŽEVANJE";"Osnovnošolska ali manj";"Moški";"2015";1030
"P IZOBRAŽEVANJE";"Osnovnošolska ali manj";"Moški";"2016";1048
"P IZOBRAŽEVANJE";"Osnovnošolska ali manj";"Moški";"2017";1126
"P IZOBRAŽEVANJE";"Osnovnošolska ali manj";"Moški";"2018";1150
"P IZOBRAŽEVANJE";"Osnovnošolska ali manj";"Ženske";"2010";825
"P IZOBRAŽEVANJE";"Osnovnošolska ali manj";"Ženske";"2011";834
"P IZOBRAŽEVANJE";"Osnovnošolska ali manj";"Ženske";"2012";828
"P IZOBRAŽEVANJE";"Osnovnošolska ali manj";"Ženske";"2013";824
"P IZOBRAŽEVANJE";"Osnovnošolska ali manj";"Ženske";"2014";837
"P IZOBRAŽEVANJE";"Osnovnošolska ali manj";"Ženske";"2015";833
"P IZOBRAŽEVANJE";"Osnovnošolska ali manj";"Ženske";"2016";850
"P IZOBRAŽEVANJE";"Osnovnošolska ali manj";"Ženske";"2017";887
"P IZOBRAŽEVANJE";"Osnovnošolska ali manj";"Ženske";"2018";941
"P IZOBRAŽEVANJE";"Srednješolska";"Moški";"2010";1212
"P IZOBRAŽEVANJE";"Srednješolska";"Moški";"2011";1184
"P IZOBRAŽEVANJE";"Srednješolska";"Moški";"2012";1142
"P IZOBRAŽEVANJE";"Srednješolska";"Moški";"2013";1098
"P IZOBRAŽEVANJE";"Srednješolska";"Moški";"2014";1109
"P IZOBRAŽEVANJE";"Srednješolska";"Moški";"2015";1097
"P IZOBRAŽEVANJE";"Srednješolska";"Moški";"2016";1125
"P IZOBRAŽEVANJE";"Srednješolska";"Moški";"2017";1156
"P IZOBRAŽEVANJE";"Srednješolska";"Moški";"2018";1185
"P IZOBRAŽEVANJE";"Srednješolska";"Ženske";"2010";1312
"P IZOBRAŽEVANJE";"Srednješolska";"Ženske";"2011";1277
"P IZOBRAŽEVANJE";"Srednješolska";"Ženske";"2012";1231
"P IZOBRAŽEVANJE";"Srednješolska";"Ženske";"2013";1192
"P IZOBRAŽEVANJE";"Srednješolska";"Ženske";"2014";1194
"P IZOBRAŽEVANJE";"Srednješolska";"Ženske";"2015";1166
"P IZOBRAŽEVANJE";"Srednješolska";"Ženske";"2016";1173
"P IZOBRAŽEVANJE";"Srednješolska";"Ženske";"2017";1196
"P IZOBRAŽEVANJE";"Srednješolska";"Ženske";"2018";1214
"P IZOBRAŽEVANJE";"Višješolska, visokošolska";"Moški";"2010";2478
"P IZOBRAŽEVANJE";"Višješolska, visokošolska";"Moški";"2011";2475
"P IZOBRAŽEVANJE";"Višješolska, visokošolska";"Moški";"2012";2391
"P IZOBRAŽEVANJE";"Višješolska, visokošolska";"Moški";"2013";2305
"P IZOBRAŽEVANJE";"Višješolska, visokošolska";"Moški";"2014";2340
"P IZOBRAŽEVANJE";"Višješolska, visokošolska";"Moški";"2015";2338
"P IZOBRAŽEVANJE";"Višješolska, visokošolska";"Moški";"2016";2358
"P IZOBRAŽEVANJE";"Višješolska, visokošolska";"Moški";"2017";2424
"P IZOBRAŽEVANJE";"Višješolska, visokošolska";"Moški";"2018";2425
"P IZOBRAŽEVANJE";"Višješolska, visokošolska";"Ženske";"2010";2070
"P IZOBRAŽEVANJE";"Višješolska, visokošolska";"Ženske";"2011";2076
"P IZOBRAŽEVANJE";"Višješolska, visokošolska";"Ženske";"2012";2023
"P IZOBRAŽEVANJE";"Višješolska, visokošolska";"Ženske";"2013";1947
"P IZOBRAŽEVANJE";"Višješolska, visokošolska";"Ženske";"2014";1980
"P IZOBRAŽEVANJE";"Višješolska, visokošolska";"Ženske";"2015";1973
"P IZOBRAŽEVANJE";"Višješolska, visokošolska";"Ženske";"2016";1997
"P IZOBRAŽEVANJE";"Višješolska, visokošolska";"Ženske";"2017";2031
"P IZOBRAŽEVANJE";"Višješolska, visokošolska";"Ženske";"2018";2031
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Osnovnošolska ali manj";"Moški";"2010";962
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Osnovnošolska ali manj";"Moški";"2011";965
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Osnovnošolska ali manj";"Moški";"2012";957
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Osnovnošolska ali manj";"Moški";"2013";954
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Osnovnošolska ali manj";"Moški";"2014";986
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Osnovnošolska ali manj";"Moški";"2015";965
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Osnovnošolska ali manj";"Moški";"2016";994
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Osnovnošolska ali manj";"Moški";"2017";1026
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Osnovnošolska ali manj";"Moški";"2018";1091
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Osnovnošolska ali manj";"Ženske";"2010";944
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Osnovnošolska ali manj";"Ženske";"2011";954
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Osnovnošolska ali manj";"Ženske";"2012";949
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Osnovnošolska ali manj";"Ženske";"2013";949
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Osnovnošolska ali manj";"Ženske";"2014";983
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Osnovnošolska ali manj";"Ženske";"2015";952
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Osnovnošolska ali manj";"Ženske";"2016";994
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Osnovnošolska ali manj";"Ženske";"2017";1031
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Osnovnošolska ali manj";"Ženske";"2018";1089
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Srednješolska";"Moški";"2010";1342
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Srednješolska";"Moški";"2011";1344
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Srednješolska";"Moški";"2012";1318
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Srednješolska";"Moški";"2013";1302
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Srednješolska";"Moški";"2014";1350
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Srednješolska";"Moški";"2015";1320
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Srednješolska";"Moški";"2016";1355
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Srednješolska";"Moški";"2017";1390
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Srednješolska";"Moški";"2018";1454
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Srednješolska";"Ženske";"2010";1319
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Srednješolska";"Ženske";"2011";1319
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Srednješolska";"Ženske";"2012";1302
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Srednješolska";"Ženske";"2013";1291
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Srednješolska";"Ženske";"2014";1327
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Srednješolska";"Ženske";"2015";1291
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Srednješolska";"Ženske";"2016";1322
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Srednješolska";"Ženske";"2017";1356
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Srednješolska";"Ženske";"2018";1412
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Višješolska, visokošolska";"Moški";"2010";3674
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Višješolska, visokošolska";"Moški";"2011";3515
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Višješolska, visokošolska";"Moški";"2012";3413
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Višješolska, visokošolska";"Moški";"2013";3240
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Višješolska, visokošolska";"Moški";"2014";3300
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Višješolska, visokošolska";"Moški";"2015";3153
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Višješolska, visokošolska";"Moški";"2016";3187
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Višješolska, visokošolska";"Moški";"2017";3228
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Višješolska, visokošolska";"Moški";"2018";3317
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Višješolska, visokošolska";"Ženske";"2010";2433
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Višješolska, visokošolska";"Ženske";"2011";2398
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Višješolska, visokošolska";"Ženske";"2012";2350
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Višješolska, visokošolska";"Ženske";"2013";2275
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Višješolska, visokošolska";"Ženske";"2014";2338
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Višješolska, visokošolska";"Ženske";"2015";2270
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Višješolska, visokošolska";"Ženske";"2016";2323
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Višješolska, visokošolska";"Ženske";"2017";2349
"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Višješolska, visokošolska";"Ženske";"2018";2422
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2010";1197
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2011";1199
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2012";1150
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2013";1121
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2014";1174
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2015";1188
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2016";1196
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2017";1246
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2018";1255
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2010";1000
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2011";994
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2012";968
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2013";967
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2014";973
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2015";974
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2016";1006
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2017";1053
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2018";1088
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Srednješolska";"Moški";"2010";1663
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Srednješolska";"Moški";"2011";1636
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Srednješolska";"Moški";"2012";1559
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Srednješolska";"Moški";"2013";1505
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Srednješolska";"Moški";"2014";1543
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Srednješolska";"Moški";"2015";1506
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Srednješolska";"Moški";"2016";1556
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Srednješolska";"Moški";"2017";1550
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Srednješolska";"Moški";"2018";1586
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Srednješolska";"Ženske";"2010";1423
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Srednješolska";"Ženske";"2011";1419
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Srednješolska";"Ženske";"2012";1385
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Srednješolska";"Ženske";"2013";1356
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Srednješolska";"Ženske";"2014";1390
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Srednješolska";"Ženske";"2015";1360
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Srednješolska";"Ženske";"2016";1398
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Srednješolska";"Ženske";"2017";1408
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Srednješolska";"Ženske";"2018";1446
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2010";2383
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2011";2383
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2012";2296
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2013";2217
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2014";2232
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2015";2174
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2016";2237
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2017";2196
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2018";2234
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2010";2032
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2011";2011
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2012";1971
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2013";1923
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2014";1937
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2015";1915
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2016";1969
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2017";1998
"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2018";2003
"S DRUGE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2010";1070
"S DRUGE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2011";1113
"S DRUGE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2012";1094
"S DRUGE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2013";1171
"S DRUGE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2014";1159
"S DRUGE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2015";1190
"S DRUGE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2016";1214
"S DRUGE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2017";1252
"S DRUGE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2018";1281
"S DRUGE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2010";829
"S DRUGE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2011";889
"S DRUGE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2012";927
